"Country","Source_S","Dest_S","IO_Coeff"
"Remaining World","Other services","Auto",0.98768
"Remaining World","Private","Auto",0.00659
"Argentina","Agriculture","Other Transport",0.05213
"Argentina","Mining","Other Transport",0.21758
"Argentina","Food","Other Transport",0.16491
"Argentina","Textile","Other Transport",0.81358
"Argentina","Wood","Other Transport",0.4484
"Argentina","Paper","Other Transport",0.5402
"Argentina","Petroleum","Other Transport",0.54159
"Argentina","Chemicals","Other Transport",0.65497
"Argentina","Plastic","Other Transport",1.52235
"Argentina","Minerals","Other Transport",0.65417
"Argentina","Basic metals","Other Transport",6.11379
"Argentina","Metal products","Other Transport",4.67294
"Argentina","Machinery n.e.c","Other Transport",6.52601
"Argentina","Office","Other Transport",0.15828
"Argentina","Electrical","Other Transport",3.14484
"Argentina","Communication","Other Transport",0.69282
"Argentina","Medical","Other Transport",0.12421
"Argentina","Auto","Other Transport",47.30439
"Argentina","Other Transport","Other Transport",5.93099
"Argentina","Other","Other Transport",0.53352
"Argentina","Electricity","Other Transport",1.33082
"Argentina","Construction","Other Transport",0.40422
"Argentina","Retail","Other Transport",8.36357
"Argentina","Hotels","Other Transport",0.29764
"Argentina","Land Transport","Other Transport",1.25242
"Argentina","Water Transport","Other Transport",0.06961
"Argentina","Air Transport","Other Transport",0.19793
"Argentina","Aux Transport","Other Transport",0.32131
"Argentina","Post","Other Transport",0.44588
"Argentina","Finance","Other Transport",1.70125
"Argentina","Real State","Other Transport",0.52584
"Argentina","Renting Mach","Other Transport",0.1848
"Argentina","Computer","Other Transport",0.30802
"Argentina","R&D","Other Transport",0.2939
"Argentina","Other Business","Other Transport",2.47557
"Argentina","Public","Other Transport",0.25915
"Argentina","Education","Other Transport",0.0929
"Argentina","Health","Other Transport",0.05223
"Argentina","Other services","Other Transport",0.6017
"Argentina","Private","Other Transport",0.00956
"Australia","Agriculture","Other Transport",0.00239
"Australia","Mining","Other Transport",0.16014
"Australia","Food","Other Transport",0.03659
"Australia","Textile","Other Transport",0.48141
"Australia","Wood","Other Transport",0.20325
"Australia","Paper","Other Transport",0.40685
"Australia","Petroleum","Other Transport",0.02316
"Australia","Chemicals","Other Transport",0.17933
"Australia","Plastic","Other Transport",0.79097
"Australia","Minerals","Other Transport",0.15785
"Australia","Basic metals","Other Transport",12.55595
"Australia","Metal products","Other Transport",6.63351
"Australia","Machinery n.e.c","Other Transport",3.36582
"Australia","Office","Other Transport",0.08518
"Australia","Electrical","Other Transport",3.5505
"Australia","Communication","Other Transport",0.1882
"Australia","Medical","Other Transport",0.000525
"Australia","Auto","Other Transport",58.39659
"Australia","Other Transport","Other Transport",0.22858
"Australia","Other","Other Transport",0.32868
"Australia","Electricity","Other Transport",1.58768
"Australia","Construction","Other Transport",0.03591
"Australia","Retail","Other Transport",4.58718
"Australia","Hotels","Other Transport",0.28809
"Australia","Land Transport","Other Transport",1.71537
"Australia","Water Transport","Other Transport",0.07207
"Australia","Air Transport","Other Transport",0.34194
"Australia","Aux Transport","Other Transport",0.62053
"Australia","Post","Other Transport",0.64769
"Australia","Finance","Other Transport",0.31247
"Australia","Real State","Other Transport",0.21243
"Australia","Renting Mach","Other Transport",0.33024
"Australia","Computer","Other Transport",0.12467
"Australia","R&D","Other Transport",0.05179
"Australia","Other Business","Other Transport",1.03202
"Australia","Public","Other Transport",0.10997
"Australia","Education","Other Transport",0.04616
"Australia","Health","Other Transport",0.10219
"Australia","Other services","Other Transport",0.00564
"Australia","Private","Other Transport",0.000486
"Austria","Agriculture","Other Transport",0.0243
"Austria","Mining","Other Transport",0.05138
"Austria","Food","Other Transport",0.12347
"Austria","Textile","Other Transport",0.90033
"Austria","Wood","Other Transport",0.26811
"Austria","Paper","Other Transport",0.22982
"Austria","Petroleum","Other Transport",0.14562
"Austria","Chemicals","Other Transport",0.2984
"Austria","Plastic","Other Transport",0.81614
"Austria","Minerals","Other Transport",0.49162
"Austria","Basic metals","Other Transport",4.50505
"Austria","Metal products","Other Transport",2.14953
"Austria","Machinery n.e.c","Other Transport",12.79156
"Austria","Office","Other Transport",0.00953
"Austria","Electrical","Other Transport",1.87218
"Austria","Communication","Other Transport",0.20231
"Austria","Medical","Other Transport",0.02228
"Austria","Auto","Other Transport",52.62835
"Austria","Other Transport","Other Transport",0.11657
"Austria","Other","Other Transport",0.40854
"Austria","Electricity","Other Transport",0.54848
"Austria","Construction","Other Transport",0.30333
"Austria","Retail","Other Transport",14.77289
"Austria","Hotels","Other Transport",0.22857
"Austria","Land Transport","Other Transport",0.49413
"Austria","Water Transport","Other Transport",0.0067
"Austria","Air Transport","Other Transport",0.13191
"Austria","Aux Transport","Other Transport",0.09394
"Austria","Post","Other Transport",0.28068
"Austria","Finance","Other Transport",1.55233
"Austria","Real State","Other Transport",0.43917
"Austria","Renting Mach","Other Transport",0.28757
"Austria","Computer","Other Transport",0.42792
"Austria","R&D","Other Transport",0.08923
"Austria","Other Business","Other Transport",1.62564
"Austria","Public","Other Transport",0.09115
"Austria","Education","Other Transport",0.11689
"Austria","Health","Other Transport",0.05541
"Austria","Other services","Other Transport",0.39898
"Austria","Private","Other Transport",5.37e-06
"Brazil","Agriculture","Other Transport",0.02834
"Brazil","Mining","Other Transport",0.06789
"Brazil","Food","Other Transport",0.05153
"Brazil","Textile","Other Transport",0.40046
"Brazil","Wood","Other Transport",0.10229
"Brazil","Paper","Other Transport",0.36097
"Brazil","Petroleum","Other Transport",0.6363
"Brazil","Chemicals","Other Transport",0.47802
"Brazil","Plastic","Other Transport",3.77891
"Brazil","Minerals","Other Transport",0.92379
"Brazil","Basic metals","Other Transport",6.65505
"Brazil","Metal products","Other Transport",4.99621
"Brazil","Machinery n.e.c","Other Transport",4.59031
"Brazil","Office","Other Transport",0.00442
"Brazil","Electrical","Other Transport",3.61578
"Brazil","Communication","Other Transport",0.09504
"Brazil","Medical","Other Transport",0.00562
"Brazil","Auto","Other Transport",49.24352
"Brazil","Other Transport","Other Transport",7.50369
"Brazil","Other","Other Transport",0.89431
"Brazil","Electricity","Other Transport",1.27447
"Brazil","Construction","Other Transport",0.52822
"Brazil","Retail","Other Transport",3.94933
"Brazil","Hotels","Other Transport",0.08421
"Brazil","Land Transport","Other Transport",1.04813
"Brazil","Water Transport","Other Transport",0.08981
"Brazil","Air Transport","Other Transport",0.14052
"Brazil","Aux Transport","Other Transport",0.47112
"Brazil","Post","Other Transport",0.37842
"Brazil","Finance","Other Transport",4.32963
"Brazil","Real State","Other Transport",0.1712
"Brazil","Renting Mach","Other Transport",0.18456
"Brazil","Computer","Other Transport",0.24047
"Brazil","R&D","Other Transport",0
"Brazil","Other Business","Other Transport",1.43553
"Brazil","Public","Other Transport",0.06955
"Brazil","Education","Other Transport",0.01586
"Brazil","Health","Other Transport",0.01533
"Brazil","Other services","Other Transport",1.14116
"Brazil","Private","Other Transport",2.24e-07
"Canada","Agriculture","Other Transport",0.00626
"Canada","Mining","Other Transport",0.04793
"Canada","Food","Other Transport",0.00917
"Canada","Textile","Other Transport",0.26033
"Canada","Wood","Other Transport",0.07825
"Canada","Paper","Other Transport",0.11549
"Canada","Petroleum","Other Transport",0.03235
"Canada","Chemicals","Other Transport",0.05342
"Canada","Plastic","Other Transport",0.43261
"Canada","Minerals","Other Transport",0.27537
"Canada","Basic metals","Other Transport",1.0637
"Canada","Metal products","Other Transport",0.80941
"Canada","Machinery n.e.c","Other Transport",0.97959
"Canada","Office","Other Transport",0.00134
"Canada","Electrical","Other Transport",1.01239
"Canada","Communication","Other Transport",0.1679
"Canada","Medical","Other Transport",0.00126
"Canada","Auto","Other Transport",78.74985
"Canada","Other Transport","Other Transport",2.72645
"Canada","Other","Other Transport",0.17043
"Canada","Electricity","Other Transport",0.07676
"Canada","Construction","Other Transport",0.094
"Canada","Retail","Other Transport",8.66103
"Canada","Hotels","Other Transport",0.0193
"Canada","Land Transport","Other Transport",0.65947
"Canada","Water Transport","Other Transport",0.12411
"Canada","Air Transport","Other Transport",0.10381
"Canada","Aux Transport","Other Transport",0.37047
"Canada","Post","Other Transport",0.19793
"Canada","Finance","Other Transport",0.36376
"Canada","Real State","Other Transport",0.42268
"Canada","Renting Mach","Other Transport",0.15619
"Canada","Computer","Other Transport",0.31063
"Canada","R&D","Other Transport",0.05017
"Canada","Other Business","Other Transport",0.79771
"Canada","Public","Other Transport",0.14422
"Canada","Education","Other Transport",0.00804
"Canada","Health","Other Transport",0.06356
"Canada","Other services","Other Transport",0.36566
"Canada","Private","Other Transport",0.01701
"Chile","Agriculture","Other Transport",0.05213
"Chile","Mining","Other Transport",0.21758
"Chile","Food","Other Transport",0.16491
"Chile","Textile","Other Transport",0.81358
"Chile","Wood","Other Transport",0.4484
"Chile","Paper","Other Transport",0.5402
"Chile","Petroleum","Other Transport",0.54159
"Chile","Chemicals","Other Transport",0.65497
"Chile","Plastic","Other Transport",1.52235
"Chile","Minerals","Other Transport",0.65417
"Chile","Basic metals","Other Transport",6.11379
"Chile","Metal products","Other Transport",4.67294
"Chile","Machinery n.e.c","Other Transport",6.52601
"Chile","Office","Other Transport",0.15828
"Chile","Electrical","Other Transport",3.14484
"Chile","Communication","Other Transport",0.69282
"Chile","Medical","Other Transport",0.12421
"Chile","Auto","Other Transport",47.30439
"Chile","Other Transport","Other Transport",5.93099
"Chile","Other","Other Transport",0.53352
"Chile","Electricity","Other Transport",1.33082
"Chile","Construction","Other Transport",0.40422
"Chile","Retail","Other Transport",8.36357
"Chile","Hotels","Other Transport",0.29764
"Chile","Land Transport","Other Transport",1.25242
"Chile","Water Transport","Other Transport",0.06961
"Chile","Air Transport","Other Transport",0.19793
"Chile","Aux Transport","Other Transport",0.32131
"Chile","Post","Other Transport",0.44588
"Chile","Finance","Other Transport",1.70125
"Chile","Real State","Other Transport",0.52584
"Chile","Renting Mach","Other Transport",0.1848
"Chile","Computer","Other Transport",0.30802
"Chile","R&D","Other Transport",0.2939
"Chile","Other Business","Other Transport",2.47557
"Chile","Public","Other Transport",0.25915
"Chile","Education","Other Transport",0.0929
"Chile","Health","Other Transport",0.05223
"Chile","Other services","Other Transport",0.6017
"Chile","Private","Other Transport",0.00956
"China","Agriculture","Other Transport",0.10285
"China","Mining","Other Transport",0.36953
"China","Food","Other Transport",0.27878
"China","Textile","Other Transport",1.81292
"China","Wood","Other Transport",0.83384
"China","Paper","Other Transport",0.76219
"China","Petroleum","Other Transport",1.14377
"China","Chemicals","Other Transport",2.04171
"China","Plastic","Other Transport",6.79411
"China","Minerals","Other Transport",2.14606
"China","Basic metals","Other Transport",17.0427
"China","Metal products","Other Transport",2.39998
"China","Machinery n.e.c","Other Transport",12.72493
"China","Office","Other Transport",0.29657
"China","Electrical","Other Transport",3.57969
"China","Communication","Other Transport",0.11182
"China","Medical","Other Transport",0.75683
"China","Auto","Other Transport",19.39759
"China","Other Transport","Other Transport",12.72863
"China","Other","Other Transport",0.27243
"China","Electricity","Other Transport",1.27367
"China","Construction","Other Transport",0.0843
"China","Retail","Other Transport",5.65483
"China","Hotels","Other Transport",0.44021
"China","Land Transport","Other Transport",1.66331
"China","Water Transport","Other Transport",0.07916
"China","Air Transport","Other Transport",0.11972
"China","Aux Transport","Other Transport",0.43468
"China","Post","Other Transport",0.62144
"China","Finance","Other Transport",2.76232
"China","Real State","Other Transport",0.19345
"China","Renting Mach","Other Transport",0.05261
"China","Computer","Other Transport",0.1354
"China","R&D","Other Transport",0.00728
"China","Other Business","Other Transport",0.55203
"China","Public","Other Transport",0.00598
"China","Education","Other Transport",0.08339
"China","Health","Other Transport",0.03281
"China","Other services","Other Transport",0.20642
"China","Private","Other Transport",4.57e-05
"Denmark","Agriculture","Other Transport",0.037
"Denmark","Mining","Other Transport",0.21259
"Denmark","Food","Other Transport",0.35051
"Denmark","Textile","Other Transport",1.13403
"Denmark","Wood","Other Transport",1.58375
"Denmark","Paper","Other Transport",0.40359
"Denmark","Petroleum","Other Transport",0.12431
"Denmark","Chemicals","Other Transport",1.959
"Denmark","Plastic","Other Transport",1.9798
"Denmark","Minerals","Other Transport",0.88699
"Denmark","Basic metals","Other Transport",12.33552
"Denmark","Metal products","Other Transport",13.84991
"Denmark","Machinery n.e.c","Other Transport",17.11352
"Denmark","Office","Other Transport",0.08761
"Denmark","Electrical","Other Transport",3.0904
"Denmark","Communication","Other Transport",1.04062
"Denmark","Medical","Other Transport",0.23848
"Denmark","Auto","Other Transport",7.14889
"Denmark","Other Transport","Other Transport",4.00439
"Denmark","Other","Other Transport",0.93029
"Denmark","Electricity","Other Transport",0.72987
"Denmark","Construction","Other Transport",0.38677
"Denmark","Retail","Other Transport",20.53169
"Denmark","Hotels","Other Transport",0.62495
"Denmark","Land Transport","Other Transport",0.88312
"Denmark","Water Transport","Other Transport",0.04329
"Denmark","Air Transport","Other Transport",0.33908
"Denmark","Aux Transport","Other Transport",0.27773
"Denmark","Post","Other Transport",0.32388
"Denmark","Finance","Other Transport",2.22742
"Denmark","Real State","Other Transport",1.03245
"Denmark","Renting Mach","Other Transport",0.22813
"Denmark","Computer","Other Transport",0.53498
"Denmark","R&D","Other Transport",0.02033
"Denmark","Other Business","Other Transport",1.86345
"Denmark","Public","Other Transport",0.55077
"Denmark","Education","Other Transport",0.15478
"Denmark","Health","Other Transport",0.05642
"Denmark","Other services","Other Transport",0.67966
"Denmark","Private","Other Transport",4e-05
"Finland","Agriculture","Other Transport",0.01488
"Finland","Mining","Other Transport",0.0764
"Finland","Food","Other Transport",0.58208
"Finland","Textile","Other Transport",0.78413
"Finland","Wood","Other Transport",0.9028
"Finland","Paper","Other Transport",1.58959
"Finland","Petroleum","Other Transport",0.29681
"Finland","Chemicals","Other Transport",1.18514
"Finland","Plastic","Other Transport",2.19534
"Finland","Minerals","Other Transport",1.21494
"Finland","Basic metals","Other Transport",11.8476
"Finland","Metal products","Other Transport",13.88677
"Finland","Machinery n.e.c","Other Transport",19.35766
"Finland","Office","Other Transport",0.05507
"Finland","Electrical","Other Transport",2.18053
"Finland","Communication","Other Transport",0.75155
"Finland","Medical","Other Transport",0.05392
"Finland","Auto","Other Transport",10.30679
"Finland","Other Transport","Other Transport",3.66563
"Finland","Other","Other Transport",0.97545
"Finland","Electricity","Other Transport",1.41576
"Finland","Construction","Other Transport",0.12026
"Finland","Retail","Other Transport",11.9635
"Finland","Hotels","Other Transport",0.02702
"Finland","Land Transport","Other Transport",1.23404
"Finland","Water Transport","Other Transport",0.17826
"Finland","Air Transport","Other Transport",0.18294
"Finland","Aux Transport","Other Transport",0.65233
"Finland","Post","Other Transport",1.29411
"Finland","Finance","Other Transport",1.18239
"Finland","Real State","Other Transport",0.53048
"Finland","Renting Mach","Other Transport",0.01576
"Finland","Computer","Other Transport",0.02629
"Finland","R&D","Other Transport",0.11814
"Finland","Other Business","Other Transport",8.05318
"Finland","Public","Other Transport",0.47519
"Finland","Education","Other Transport",0.08505
"Finland","Health","Other Transport",0.01042
"Finland","Other services","Other Transport",0.51179
"Finland","Private","Other Transport",7.02e-06
"France","Agriculture","Other Transport",0.00124
"France","Mining","Other Transport",0.00731
"France","Food","Other Transport",0.02822
"France","Textile","Other Transport",1.36407
"France","Wood","Other Transport",0.16166
"France","Paper","Other Transport",0.17877
"France","Petroleum","Other Transport",0.10234
"France","Chemicals","Other Transport",0.20918
"France","Plastic","Other Transport",1.13954
"France","Minerals","Other Transport",0.17142
"France","Basic metals","Other Transport",3.29022
"France","Metal products","Other Transport",8.61994
"France","Machinery n.e.c","Other Transport",0.52462
"France","Office","Other Transport",0.02912
"France","Electrical","Other Transport",5.38615
"France","Communication","Other Transport",3.3595
"France","Medical","Other Transport",0.08435
"France","Auto","Other Transport",52.77714
"France","Other Transport","Other Transport",1.5061
"France","Other","Other Transport",0.72941
"France","Electricity","Other Transport",1.48262
"France","Construction","Other Transport",0.17333
"France","Retail","Other Transport",6.81421
"France","Hotels","Other Transport",0.10799
"France","Land Transport","Other Transport",0.45798
"France","Water Transport","Other Transport",0.01995
"France","Air Transport","Other Transport",0.0291
"France","Aux Transport","Other Transport",0.27292
"France","Post","Other Transport",0.15548
"France","Finance","Other Transport",0.48498
"France","Real State","Other Transport",0.05108
"France","Renting Mach","Other Transport",0.17414
"France","Computer","Other Transport",0.75737
"France","R&D","Other Transport",4.4246
"France","Other Business","Other Transport",4.08209
"France","Public","Other Transport",0.74247
"France","Education","Other Transport",0.06583
"France","Health","Other Transport",0.0096
"France","Other services","Other Transport",0.02397
"France","Private","Other Transport",1.22e-05
"Germany","Agriculture","Other Transport",0.01756
"Germany","Mining","Other Transport",0.11002
"Germany","Food","Other Transport",0.14731
"Germany","Textile","Other Transport",0.68353
"Germany","Wood","Other Transport",0.23746
"Germany","Paper","Other Transport",0.38243
"Germany","Petroleum","Other Transport",0.05804
"Germany","Chemicals","Other Transport",0.34943
"Germany","Plastic","Other Transport",0.6296
"Germany","Minerals","Other Transport",0.49558
"Germany","Basic metals","Other Transport",4.73234
"Germany","Metal products","Other Transport",3.82187
"Germany","Machinery n.e.c","Other Transport",1.12127
"Germany","Office","Other Transport",0.03564
"Germany","Electrical","Other Transport",2.17402
"Germany","Communication","Other Transport",0.1742
"Germany","Medical","Other Transport",0.00422
"Germany","Auto","Other Transport",73.56877
"Germany","Other Transport","Other Transport",0.41527
"Germany","Other","Other Transport",0.40799
"Germany","Electricity","Other Transport",0.49852
"Germany","Construction","Other Transport",0.29027
"Germany","Retail","Other Transport",2.82548
"Germany","Hotels","Other Transport",0.03379
"Germany","Land Transport","Other Transport",0.67655
"Germany","Water Transport","Other Transport",0.0793
"Germany","Air Transport","Other Transport",0.0951
"Germany","Aux Transport","Other Transport",0.68591
"Germany","Post","Other Transport",0.29105
"Germany","Finance","Other Transport",0.85333
"Germany","Real State","Other Transport",0.44019
"Germany","Renting Mach","Other Transport",0.23483
"Germany","Computer","Other Transport",0.17218
"Germany","R&D","Other Transport",0.01472
"Germany","Other Business","Other Transport",2.89156
"Germany","Public","Other Transport",0.11191
"Germany","Education","Other Transport",0.02595
"Germany","Health","Other Transport",0.00767
"Germany","Other services","Other Transport",0.2051
"Germany","Private","Other Transport",2.44e-05
"Greece","Agriculture","Other Transport",0.22904
"Greece","Mining","Other Transport",0.03295
"Greece","Food","Other Transport",0.33047
"Greece","Textile","Other Transport",0.43322
"Greece","Wood","Other Transport",0.41516
"Greece","Paper","Other Transport",0.35499
"Greece","Petroleum","Other Transport",6.84208
"Greece","Chemicals","Other Transport",0.96373
"Greece","Plastic","Other Transport",0.06702
"Greece","Minerals","Other Transport",0.56068
"Greece","Basic metals","Other Transport",19.39483
"Greece","Metal products","Other Transport",1.43228
"Greece","Machinery n.e.c","Other Transport",10.44591
"Greece","Office","Other Transport",0.000429
"Greece","Electrical","Other Transport",1.72651
"Greece","Communication","Other Transport",0.000443
"Greece","Medical","Other Transport",2.04e-05
"Greece","Auto","Other Transport",13.78125
"Greece","Other Transport","Other Transport",4.50275
"Greece","Other","Other Transport",0.74572
"Greece","Electricity","Other Transport",2.07304
"Greece","Construction","Other Transport",1.34822
"Greece","Retail","Other Transport",18.03091
"Greece","Hotels","Other Transport",0.34651
"Greece","Land Transport","Other Transport",1.6752
"Greece","Water Transport","Other Transport",0.00113
"Greece","Air Transport","Other Transport",0.61824
"Greece","Aux Transport","Other Transport",0.01282
"Greece","Post","Other Transport",0.66481
"Greece","Finance","Other Transport",2.66135
"Greece","Real State","Other Transport",0.86811
"Greece","Renting Mach","Other Transport",0
"Greece","Computer","Other Transport",0.07851
"Greece","R&D","Other Transport",0.00904
"Greece","Other Business","Other Transport",8.948
"Greece","Public","Other Transport",0.10113
"Greece","Education","Other Transport",0.0105
"Greece","Health","Other Transport",0.01866
"Greece","Other services","Other Transport",0.27435
"Greece","Private","Other Transport",6.7e-08
"Hungary","Agriculture","Other Transport",0.02129
"Hungary","Mining","Other Transport",0.04322
"Hungary","Food","Other Transport",0.01907
"Hungary","Textile","Other Transport",0.10762
"Hungary","Wood","Other Transport",0.03892
"Hungary","Paper","Other Transport",0.07088
"Hungary","Petroleum","Other Transport",0.0945
"Hungary","Chemicals","Other Transport",0.07999
"Hungary","Plastic","Other Transport",0.41216
"Hungary","Minerals","Other Transport",0.08151
"Hungary","Basic metals","Other Transport",0.50745
"Hungary","Metal products","Other Transport",0.21032
"Hungary","Machinery n.e.c","Other Transport",0.71069
"Hungary","Office","Other Transport",0.00629
"Hungary","Electrical","Other Transport",0.1829
"Hungary","Communication","Other Transport",0.02735
"Hungary","Medical","Other Transport",0.02607
"Hungary","Auto","Other Transport",93.63528
"Hungary","Other Transport","Other Transport",0.05094
"Hungary","Other","Other Transport",0.14553
"Hungary","Electricity","Other Transport",0.13643
"Hungary","Construction","Other Transport",0.29819
"Hungary","Retail","Other Transport",1.87835
"Hungary","Hotels","Other Transport",0.03704
"Hungary","Land Transport","Other Transport",0.2872
"Hungary","Water Transport","Other Transport",0.00377
"Hungary","Air Transport","Other Transport",0.00765
"Hungary","Aux Transport","Other Transport",0.02029
"Hungary","Post","Other Transport",0.07811
"Hungary","Finance","Other Transport",0.15541
"Hungary","Real State","Other Transport",0.07347
"Hungary","Renting Mach","Other Transport",0.01518
"Hungary","Computer","Other Transport",0.01762
"Hungary","R&D","Other Transport",0.00265
"Hungary","Other Business","Other Transport",0.29639
"Hungary","Public","Other Transport",0.04734
"Hungary","Education","Other Transport",0.03369
"Hungary","Health","Other Transport",0.02359
"Hungary","Other services","Other Transport",0.11564
"Hungary","Private","Other Transport",6.67e-07
"India","Agriculture","Other Transport",0.2418
"India","Mining","Other Transport",0.10243
"India","Food","Other Transport",0.18964
"India","Textile","Other Transport",2.10041
"India","Wood","Other Transport",0.99134
"India","Paper","Other Transport",0.28892
"India","Petroleum","Other Transport",1.72587
"India","Chemicals","Other Transport",0.6247
"India","Plastic","Other Transport",1.38226
"India","Minerals","Other Transport",0.65503
"India","Basic metals","Other Transport",9.465
"India","Metal products","Other Transport",2.04583
"India","Machinery n.e.c","Other Transport",2.50589
"India","Office","Other Transport",0.01883
"India","Electrical","Other Transport",1.07555
"India","Communication","Other Transport",0.04984
"India","Medical","Other Transport",0.00138
"India","Auto","Other Transport",47.60681
"India","Other Transport","Other Transport",1.52251
"India","Other","Other Transport",0.77156
"India","Electricity","Other Transport",3.01571
"India","Construction","Other Transport",0.1828
"India","Retail","Other Transport",14.04
"India","Hotels","Other Transport",0.02297
"India","Land Transport","Other Transport",0.96642
"India","Water Transport","Other Transport",0.02458
"India","Air Transport","Other Transport",0.03443
"India","Aux Transport","Other Transport",0.08289
"India","Post","Other Transport",0.09111
"India","Finance","Other Transport",0.70053
"India","Real State","Other Transport",3.56822
"India","Renting Mach","Other Transport",0.09705
"India","Computer","Other Transport",0.12559
"India","R&D","Other Transport",0.01522
"India","Other Business","Other Transport",0.75643
"India","Public","Other Transport",0.01937
"India","Education","Other Transport",0.00264
"India","Health","Other Transport",0.000324
"India","Other services","Other Transport",2.6718
"India","Private","Other Transport",0.21634
"Indonesia","Agriculture","Other Transport",0.00902
"Indonesia","Mining","Other Transport",0.00835
"Indonesia","Food","Other Transport",0.00274
"Indonesia","Textile","Other Transport",0.2057
"Indonesia","Wood","Other Transport",2.02823
"Indonesia","Paper","Other Transport",0.04961
"Indonesia","Petroleum","Other Transport",0.154
"Indonesia","Chemicals","Other Transport",0.97052
"Indonesia","Plastic","Other Transport",0.28468
"Indonesia","Minerals","Other Transport",0.19836
"Indonesia","Basic metals","Other Transport",2.25589
"Indonesia","Metal products","Other Transport",0.54805
"Indonesia","Machinery n.e.c","Other Transport",0.33435
"Indonesia","Office","Other Transport",0.00875
"Indonesia","Electrical","Other Transport",2.40707
"Indonesia","Communication","Other Transport",0.42804
"Indonesia","Medical","Other Transport",0.0019
"Indonesia","Auto","Other Transport",32.72724
"Indonesia","Other Transport","Other Transport",48.24078
"Indonesia","Other","Other Transport",0.08792
"Indonesia","Electricity","Other Transport",0.26387
"Indonesia","Construction","Other Transport",0.09068
"Indonesia","Retail","Other Transport",3.31804
"Indonesia","Hotels","Other Transport",0.41527
"Indonesia","Land Transport","Other Transport",1.25199
"Indonesia","Water Transport","Other Transport",0.29166
"Indonesia","Air Transport","Other Transport",0.07661
"Indonesia","Aux Transport","Other Transport",0.18832
"Indonesia","Post","Other Transport",0.23033
"Indonesia","Finance","Other Transport",1.96624
"Indonesia","Real State","Other Transport",0.04486
"Indonesia","Renting Mach","Other Transport",0.20927
"Indonesia","Computer","Other Transport",0.04159
"Indonesia","R&D","Other Transport",0.08776
"Indonesia","Other Business","Other Transport",0.33753
"Indonesia","Public","Other Transport",0.00165
"Indonesia","Education","Other Transport",0.00247
"Indonesia","Health","Other Transport",0.05195
"Indonesia","Other services","Other Transport",0.1787
"Indonesia","Private","Other Transport",1.74e-06
"Ireland","Agriculture","Other Transport",0.04217
"Ireland","Mining","Other Transport",0.05498
"Ireland","Food","Other Transport",0.0014
"Ireland","Textile","Other Transport",0.09357
"Ireland","Wood","Other Transport",0.48811
"Ireland","Paper","Other Transport",0.64924
"Ireland","Petroleum","Other Transport",0.36398
"Ireland","Chemicals","Other Transport",0.29146
"Ireland","Plastic","Other Transport",0.29418
"Ireland","Minerals","Other Transport",0.23241
"Ireland","Basic metals","Other Transport",3.63219
"Ireland","Metal products","Other Transport",1.91275
"Ireland","Machinery n.e.c","Other Transport",20.37781
"Ireland","Office","Other Transport",2.04219
"Ireland","Electrical","Other Transport",0.93007
"Ireland","Communication","Other Transport",2.08491
"Ireland","Medical","Other Transport",0.01265
"Ireland","Auto","Other Transport",14.08477
"Ireland","Other Transport","Other Transport",15.63375
"Ireland","Other","Other Transport",0.729
"Ireland","Electricity","Other Transport",4.75521
"Ireland","Construction","Other Transport",4.56923
"Ireland","Retail","Other Transport",9.70351
"Ireland","Hotels","Other Transport",0.44746
"Ireland","Land Transport","Other Transport",2.37076
"Ireland","Water Transport","Other Transport",0.01615
"Ireland","Air Transport","Other Transport",0.56166
"Ireland","Aux Transport","Other Transport",0.42652
"Ireland","Post","Other Transport",0.93901
"Ireland","Finance","Other Transport",3.26472
"Ireland","Real State","Other Transport",0.22673
"Ireland","Renting Mach","Other Transport",0.00948
"Ireland","Computer","Other Transport",0
"Ireland","R&D","Other Transport",0
"Ireland","Other Business","Other Transport",4.51059
"Ireland","Public","Other Transport",1.53749
"Ireland","Education","Other Transport",0.03895
"Ireland","Health","Other Transport",0.15647
"Ireland","Other services","Other Transport",2.51446
"Ireland","Private","Other Transport",6.77e-06
"Italy","Agriculture","Other Transport",0.05927
"Italy","Mining","Other Transport",0.05418
"Italy","Food","Other Transport",0.03631
"Italy","Textile","Other Transport",3.5139
"Italy","Wood","Other Transport",0.50144
"Italy","Paper","Other Transport",0.62517
"Italy","Petroleum","Other Transport",0.14161
"Italy","Chemicals","Other Transport",0.72938
"Italy","Plastic","Other Transport",3.63194
"Italy","Minerals","Other Transport",0.89466
"Italy","Basic metals","Other Transport",4.418
"Italy","Metal products","Other Transport",12.10913
"Italy","Machinery n.e.c","Other Transport",8.22078
"Italy","Office","Other Transport",0.06765
"Italy","Electrical","Other Transport",5.25889
"Italy","Communication","Other Transport",1.53604
"Italy","Medical","Other Transport",0.14748
"Italy","Auto","Other Transport",24.26341
"Italy","Other Transport","Other Transport",4.71482
"Italy","Other","Other Transport",0.38834
"Italy","Electricity","Other Transport",1.55521
"Italy","Construction","Other Transport",0.47027
"Italy","Retail","Other Transport",11.58394
"Italy","Hotels","Other Transport",0.61484
"Italy","Land Transport","Other Transport",4.36386
"Italy","Water Transport","Other Transport",0.11438
"Italy","Air Transport","Other Transport",0.38581
"Italy","Aux Transport","Other Transport",0.83298
"Italy","Post","Other Transport",0.57365
"Italy","Finance","Other Transport",1.0899
"Italy","Real State","Other Transport",0.5942
